亡,,myaŋ,,,1
忘,,myâŋ,,,1
暴,,bâu,,,1
望,,myâŋ,,,1
棒,,bróŋ,,,1
貿,,mû,,,1
防,,byaŋ,,,1
北,,pək,,,1
牧,,myuk,,,1
本,,pún,,,1
妹,,mûi,,,1
枚,,mui,,,1
毎,（每）,múi,,,1
幕,,mak,,,1
末,,mat,,,1
万,（萬）,myôn,,,1
味,,myûi,,,1
未,,myûi,,,1
密,,mryt,,,1
脈,（脉）,mrek,,,1
民,,min,,,1
務,,myô,,,1
夢,,myûŋ,,,1
無,,myo,,,1
名,,mieŋ,,,1
命,,mriêŋ,,,1
明,,mrieŋ,,,1
盟,,mrieŋ,,,1
迷,,mei,,,1
鳴,,mrieŋ,,,1
綿,,mien,,,1
面,,miên,,,1
模,,mo,,,1
毛,,mau,,,1
木,,muk,,,1
目,,myuk,,,1
問,,myûn,,,1
門,,mun,,,1
夜,,jiâ,,,1
野,,jiá,,,1
矢,,shí,,,1
役,,jyek,,,1
約,,qiak,,,1
薬,（藥）,jiak,,,1
訳,（譯）,jiek,,,1
油,,jyu,,,1
輸,,shyo,,,1
優,,qyu,,,1
勇,,jyóŋ,,,1
友,,xyú,,,1
有,,xyú,,,1
由,,jyu,,,1
遊,,jyu,,,1
郵,,xyu,,,1
夕,,ziek,,,1
予,（豫）,jió,,,1
余,（餘）,jio,,,1
預,,jiô,,,1
幼,,qrîu,,,1
容,,jyoŋ,,,1
曜,,jiêu,,,1
様,（樣）,jiâŋ,,,1
洋,,jiaŋ,,,1
用,,jyôŋ,,,1
羊,,jiaŋ,,,1
葉,,jiep,,,1
要,,qiêu,,,1
陽,,jiaŋ,,,1
養,,jiáŋ,,,1
欲,,jyok,,,1
浴,,jyok,,,1
翌,,jiək,,,1
来,（來）,ləi,,,1
落,,lak,,,1
乱,（亂）,luân,,,1
卵,,luán,,,1
覧,（覽）,lám,,,1
利,,lî,,,1
理,,liə́,,,1
裏,,liə́,,,1
里,,liə́,,,1
陸,,lyuk,,,1
律,,lyt,,,1
率,,lyt,名詞【標準，わりあい】、動詞【計算する】、【類似する】。,,1
立,,lip,,,1
略,,liak,,,1
流,,lyu,,,1
留,,lyu,,,1
旅,,lió,,,1
両,（兩）,liáŋ,,,1
料,,lêu,,,1
良,,liaŋ,,,1
量,,liâŋ,名詞【ます，かさ】、動詞【しらべる，かんがえる】。,,1
領,,liéŋ,,,1
力,,liək,,,1
緑,,lyok,,,1
林,,lim,,,1
臨,,lim,,,1
輪,,lyn,,,1
類,,lŷi,,,1
令,,liêŋ,,,1
例,,liêi,,,1
冷,,léŋ,,,1
歴,（歷）,lek,,,1
列,,liet,,,1
練,,lên,,,1
連,,lien,,,1
路,,lô,,,1
労,（勞）,lau,形容詞【つとめている】、動詞【つかれる，なやむ】、【はたらく】、名詞【つかれ】、【てがら，しごと】。,,1
