0,正,簡,隋文,華文,粤文,韓文,日文,華注音,韓諺文,日仮名
286,能,能,Nə̂i,Nài,Nang4,Nae,Dai,ㄋㄞˋ,내,ダイ
287,蒼,苍,Chaŋ,Cāng,Cong1,Chang,Sô,ㄘㄤ,창,ソウ
288,雙,双,Sroŋ,Shuāng,Soeng1,Ssang,Sô,ㄕㄨㄤ,쌍,ソウ
289,聞,闻,Myun,Wén,Man4,Mun,Bun,ㄨㄣˊ,문,ブン
290,莘,莘,Srin,Shēn,San1,Sin,Sin,ㄕㄣ,신,シン
291,黨,党,Táŋ,Dǎng,Dong2,Dang,Tô,ㄉㄤˇ,당,トウ
292,翟,翟,Drak,Zhái,Zaak6,Jeok,Taku,ㄓㄞˊ,적,タク
293,譚,谭,Dəm,Tán,Taam4,Dam,Tan,ㄊㄢˊ,담,タン
294,貢,贡,Kûŋ,Gòng,Gung3,Gong,Kô,ㄍㄨㄥˋ,공,コウ
295,勞,劳,Lau,Láo,Lou4,Ro,Rô,ㄌㄠˊ,로,ロウ
296,逄,逄,Broŋ,Páng,Pong4,Bang,Hô,ㄆㄤˊ,방,ホウ
297,姬,姬,Kiə,Jī,Gei1,Hui,Ki,ㄐㄧ,희,キ
298,申,申,Shin,Shēn,San1,Sin,Sin,ㄕㄣ,신,シン
299,扶,扶,Byo,Fú,Fu4,Bu,Hu,ㄈㄨˊ,부,フ
300,堵,堵,Tó,Dǔ,Dou2,Do,To,ㄉㄨˇ,도,ト
301,冉,冉,Niém,Rǎn,Jim5,Yeom,Zen,ㄖㄢˇ,염,ゼン
302,宰,宰,Cə́i,Zǎi,Zoi2,Jae,Sai,ㄗㄞˇ,재,サイ
303,酈,郦,Lek,Lì,Lik6,Ryeok,Reki,ㄌㄧˋ,력,レキ
304,雍,雍,Qyoŋ,Yōng,Jung1,Ong,Yô,ㄩㄥ,옹,ヨウ
305,郤,郤,Khriek,Xì,Gwik1,Geuk,Keki,ㄒㄧˋ,극,ケキ
306,璩,璩,Gio,Qú,Keoi4,Geo,Kyo,ㄑㄩˊ,거,キョ
307,桑,桑,Saŋ,Sāng,Song1,Sang,Sô,ㄙㄤ,상,ソウ
308,桂,桂,Kuêi,Guì,Gwai3,Gye,Kei,ㄍㄨㄟˋ,계,ケイ
309,濮,濮,Puk,Pú,Buk6,Bok,Hoku,ㄆㄨˊ,복,ホク
310,牛,牛,Ŋyu,Niú,Ngau4,U,Gyû,ㄋㄧㄡˊ,우,ギュウ
311,壽,寿,Dyú,Shòu,Sau6,Su,Syû,ㄕㄡˋ,수,シュウ
312,通,通,Thuŋ,Tōng,Tung1,Tong,Tô,ㄊㄨㄥ,통,トウ
313,邊,边,Pen,Biān,Bin1,Byeon,Hen,ㄅㄧㄢ,변,ヘン
314,扈,扈,Xó,Hù,Wu6,Ho,Ko,ㄏㄨˋ,호,コ
315,燕,燕,Qen,Yān,Jin1,Yeon,En,ㄧㄢ,연,エン
316,冀,冀,Krî,Jì,Kei3,Gi,Ki,ㄐㄧˋ,기,キ
317,郟,郏,Krep,Jiá,Gaap3,Gyeop,Kyô,ㄐㄧㄚˊ,겹,キョウ
318,浦,浦,Phó,Pǔ,Pou2,Po,Ho,ㄆㄨˇ,포,ホ
319,尚,尚,Diâŋ,Shàng,Soeng6,Sang,Syô,ㄕㄤˋ,상,ショウ
320,農,农,Noŋ,Nóng,Nung4,Nong,Dô,ㄋㄨㄥˊ,농,ドウ
321,溫,温,Qun,Wēn,Wan1,On,On,ㄨㄣ,온,オン
322,別,别,Bryet,Bié,Bit6,Byeol,Hetu,ㄅㄧㄝˊ,별,ヘツ
323,莊,庄,Criaŋ,Zhuāng,Zong1,Jang,Syô,ㄓㄨㄤ,장,ショウ
324,晏,晏,Qrân,Yàn,Aan3,An,An,ㄧㄢˋ,안,アン
325,柴,柴,Dzre,Chái,Caai4,Si,Sai,ㄔㄞˊ,시,サイ
326,瞿,瞿,Gyo,Qú,Keoi4,Gu,Ku,ㄑㄩˊ,구,ク
327,閻,阎,Jiem,Yán,Jim4,Yeom,En,ㄧㄢˊ,염,エン
328,充,充,Thyuŋ,Chōng,Cung1,Chung,Syû,ㄔㄨㄥ,충,シュウ
329,慕,慕,Mô,Mù,Mou6,Mo,Bo,ㄇㄨˋ,모,ボ
330,連,连,Lien,Lián,Lin4,Ryeon,Ren,ㄌㄧㄢˊ,련,レン
331,茹,茹,Nio,Rú,Jyu4,Yeo,Zyo,ㄖㄨˊ,여,ジョ
332,習,习,Zip,Xí,Zaap6,Seup,Syû,ㄒㄧˊ,습,シュウ
333,宦,宦,Xruân,Huàn,Waan6,Hwan,Kan,ㄏㄨㄢˋ,환,カン
334,艾,艾,Ŋâi,Ài,Ngaai6,Ae,Gai,ㄞˋ,애,ガイ
335,魚,鱼,Ŋio,Yú,Jyu4,Eo,Gyo,ㄩˊ,어,ギョ
336,容,容,Jyoŋ,Róng,Jung4,Yong,Yô,ㄖㄨㄥˊ,용,ヨウ
337,向,向,Shiâŋ,Xiàng,Hoeng3,Sang,Syô,ㄒㄧㄤˋ,상,ショウ
338,古,古,Kó,Gǔ,Gu2,Go,Ko,ㄍㄨˇ,고,コ
339,易,易,Jiek,Yì,Jik6,Yeok,Eki,ㄧˋ,역,エキ
340,愼,慎,Dîn,Shèn,San6,Sin,Sin,ㄕㄣˋ,신,シン
341,戈,戈,Kua,Gē,Gwo1,Gwa,Ka,ㄍㄜ,과,カ
342,廖,廖,Lyû,Liào,Liu6,Ryo,Ryû,ㄌㄧㄠˋ,료,リュウ
343,庾,庾,Jyó,Yǔ,Jyu5,Yu,Yu,ㄩˇ,유,ユ
344,終,终,Tyuŋ,Zhōng,Zung1,Jong,Syû,ㄓㄨㄥ,종,シュウ
345,曁,暨,Kiət,Jì,Kei3,Geul,Kitu,ㄐㄧˋ,글,キツ
346,居,居,Kio,Jū,Geoi1,Geo,Kyo,ㄐㄩ,거,キョ
347,衡,衡,Xraŋ,Héng,Hang4,Hyeong,Kô,ㄏㄥˊ,형,コウ
348,步,步,Bô,Bù,Bou6,Bo,Ho,ㄅㄨˋ,보,ホ
349,都,都,To,Dū,Dou1,Do,To,ㄉㄨ,도,ト
350,耿,耿,Kréŋ,Gěng,Gang2,Gyeong,Kô,ㄍㄥˇ,경,コウ
351,滿,满,Mán,Mǎn,Mun5,Man,Ban,ㄇㄢˇ,만,バン
352,弘,弘,Xuəŋ,Hóng,Wang4,Hong,Kô,ㄏㄨㄥˊ,홍,コウ
353,匡,匡,Khyaŋ,Kuāng,Hong1,Gwang,Kyô,ㄎㄨㄤ,광,キョウ
354,國,国,Kuək,Guó,Gwok3,Guk,Koku,ㄍㄨㄛˊ,국,コク
355,文,文,Myun,Wén,Man4,Mun,Bun,ㄨㄣˊ,문,ブン
356,寇,寇,Khû,Kòu,Kau3,Gu,Kô,ㄎㄡˋ,구,コウ
357,廣,广,Kuáŋ,Guǎng,Gwong2,Gwang,Kô,ㄍㄨㄤˇ,광,コウ
358,祿,禄,Luk,Lù,Luk6,Rok,Roku,ㄌㄨˋ,록,ロク
359,闕,阙,Khyat,Quē,Kyut3,Gwol,Ketu,ㄑㄩㄝ,궐,ケツ
360,東,东,Tuŋ,Dōng,Dung1,Dong,Tô,ㄉㄨㄥ,동,トウ
361,歐,欧,Qu,Ōu,Au1,Gu,Ô,ㄡ,구,オウ
362,殳,殳,Dyo,Shū,Syu4,Su,Syu,ㄕㄨ,수,シュ
363,沃,沃,Qok,Wò,Juk1,Ok,Oku,ㄨㄛˋ,옥,オク
364,利,利,Lî,Lì,Lei6,Ri,Ri,ㄌㄧˋ,리,リ
365,蔚,蔚,Qyut,Wèi,Wat1,Ul,Utu,ㄨㄟˋ,울,ウツ
366,越,越,Xyat,Yuè,Jyut6,Wol,Etu,ㄩㄝˋ,월,エツ
367,夔,夔,Gryi,Kuí,Kwai4,Gi,Ki,ㄎㄨㄟˊ,기,キ
368,隆,隆,Lyuŋ,Lóng,Lung4,Ryung,Ryû,ㄌㄨㄥˊ,륭,リュウ
369,師,师,Sri,Shī,Si1,Sa,Si,ㄕ,사,シ
370,鞏,巩,Kyóŋ,Gǒng,Gung2,Gong,Kyô,ㄍㄨㄥˇ,공,キョウ
371,厙,厍,Shiâ,Shè,Se3,Sa,Sya,ㄕㄜˋ,사,シャ
372,聶,聂,Nriep,Niè,Nip6,Seop,Zyô,ㄋㄧㄝˋ,섭,ジョウ
373,晁,晁,Drieu,Cháo,Ciu4,Jo,Tyô,ㄔㄠˊ,조,チョウ
374,句,句,Ku,Gōu,Ngau1,Gu,Kô,ㄍㄡ,구,コウ
375,敖,敖,Ŋau,Áo,Ngou4,O,Gô,ㄠˊ,오,ゴウ
376,融,融,Jyuŋ,Róng,Jung4,Yung,Yû,ㄖㄨㄥˊ,융,ユウ
377,冷,冷,Léŋ,Lěng,Laang5,Raeng,Rei,ㄌㄥˇ,랭,レイ
378,訾,訾,Cie,Zǐ,Zi1,Ja,Si,ㄗˇ,자,シ
379,辛,辛,Sin,Xīn,San1,Sin,Sin,ㄒㄧㄣ,신,シン
380,闞,阚,Khâm,Kàn,Ham3,Ham,Kan,ㄎㄢˋ,함,カン
381,那,那,Na,Nā,Naa1,Na,Da,ㄋㄚ,나,ダ
382,簡,简,Krén,Jiǎn,Gaan2,Gan,Kan,ㄐㄧㄢˇ,간,カン
383,饒,饶,Nieu,Ráo,Jiu4,Yo,Zyô,ㄖㄠˊ,요,ジョウ
384,空,空,Khuŋ,Kōng,Hung1,Gong,Kô,ㄎㄨㄥ,공,コウ
385,曾,曾,Cəŋ,Zēng,Zang1,Jeung,Sô,ㄗㄥ,증,ソウ
386,毋,毋,Myo,Wú,Mou4,Mu,Bu,ㄨˊ,무,ブ
387,沙,沙,Sra,Shā,Saa1,Sa,Sa,ㄕㄚ,사,サ
388,乜,乜,Miá,Niè,Ne6,Mya,Ba,ㄋㄧㄝˋ,먀,バ
389,養,养,Jiáŋ,Yǎng,Joeng5,Yang,Yô,ㄧㄤˇ,양,ヨウ
390,鞠,鞠,Kyuk,Jū,Guk1,Guk,Kiku,ㄐㄩ,국,キク
391,須,须,Syo,Xū,Seoi1,Su,Syu,ㄒㄩ,수,シュ
392,豐,丰,Phyuŋ,Fēng,Fung1,Pung,Hô,ㄈㄥ,풍,ホウ
393,巢,巢,Dzrau,Cháo,Caau4,So,Sô,ㄔㄠˊ,소,ソウ
394,關,关,Kruan,Guān,Gwaan1,Gwan,Kan,ㄍㄨㄢ,관,カン
395,蒯,蒯,Khruêi,Kuǎi,Gwaai2,Goe,Kai,ㄎㄨㄞˇ,괴,カイ
396,相,相,Siâŋ,Xiàng,Soeng3,Sang,Sô,ㄒㄧㄤˋ,상,ソウ
397,查,查,Dzra,Zhā,Zaa1,Sa,Sa,ㄓㄚ,사,サ
398,后,後,Xú,Hòu,Hau6,Hu,Kô,ㄏㄡˋ,후,コウ
399,荊,荆,Krieŋ,Jīng,Ging1,Hyeong,Kei,ㄐㄧㄥ,형,ケイ
400,紅,红,Xuŋ,Hóng,Hung4,Hong,Kô,ㄏㄨㄥˊ,홍,コウ
401,游,游,Jyu,Yóu,Jau4,Yu,Yû,ㄧㄡˊ,유,ユウ
402,竺,竺,Tryuk,Zhú,Zuk1,Chuk,Tiku,ㄓㄨˊ,축,チク
403,權,权,Gryen,Quán,Kyun4,Gwon,Ken,ㄑㄩㄢˊ,권,ケン
404,逯,逯,Lyok,Lù,Luk6,Rok,Ryoku,ㄌㄨˋ,록,リョク
405,蓋,盖,Kap,Gě,Gap3,Gae,Kô,ㄍㄜˇ,개,コウ
406,益,益,Qiek,Yì,Jik1,Ik,Eki,ㄧˋ,익,エキ
407,桓,桓,Xuan,Huán,Wun4,Hwan,Kan,ㄏㄨㄢˊ,환,カン
408,公,公,Kuŋ,Gōng,Gung1,Gong,Kô,ㄍㄨㄥ,공,コウ
409,万俟,万俟,Məkgiəi,Mòqí,Mak6-kei4,Mukgi,Bokki,ㄇㄛˋㄑㄧˊ,묵기,ボッキ
410,司馬,司马,Siəmrá,Sīmǎ,Si1-maa5,Sama,Siba,ㄙㄇㄚˇ,사마,シバ
411,上官,上官,Diâŋkuan,Shàngguān,Soeng6-gun1,Sanggwan,Syôkan,ㄕㄤˋㄍㄨㄢ,상관,ショウカン
412,歐陽,欧阳,Qujiaŋ,Ōuyáng,Au1-joeng4,Guyang,Ôyô,ㄡㄧㄤˊ,구양,オウヨウ
413,夏侯,夏侯,Xráxu,Xiàhóu,Haa6-hau6,Hahu,Kakô,ㄒㄧㄚˋㄏㄡˊ,하후,カコウ
414,諸葛,诸葛,Tiokat,Zhūgě,Zyu1-got3,Jegal,Syokatu,ㄓㄨㄍㄜˇ,제갈,ショカツ
415,聞人,闻人,Myunnin,Wénrén,Man4-jan4,Munin,Bunzin,ㄨㄣˊㄖㄣˊ,문인,ブンジン
416,東方,东方,Tuŋpiaŋ,Dōngfāng,Dung1-fong1,Dongbang,Tôhô,ㄉㄨㄥㄈㄤ,동방,トウホウ
417,赫連,赫连,Qhraklien,Hèlián,Haak3-lin4,Hyeokryeon,Kakuren,ㄏㄜˋㄌㄧㄢˊ,혁련,カクレン
418,皇甫,皇甫,Xuaŋpyó,Huángfǔ,Wong4-fu2,Hwangbo,Kôhu,ㄏㄨㄤˊㄈㄨˇ,황보,コウフ
419,尉遲,尉迟,Qyutdri,Yùchí,Wat1-ci4,Ulji,Utti,ㄩˋㄔˊ,울지,ウッチ
420,公羊,公羊,Kuŋjiaŋ,Gōngyáng,Gung1-joeng4,Gongyang,Kôyô,ㄍㄨㄥㄧㄤˊ,공양,コウヨウ
421,澹臺,澹台,Damdəi,Tántái,Taam4-toi4,Damdae,Tantai,ㄊㄢˊㄊㄞˊ,담대,タンタイ
422,公冶,公冶,Kuŋjiá,Gōngyě,Gung1-je5,Gongya,Kôya,ㄍㄨㄥㄧㄝˇ,공야,コウヤ
423,宗政,宗政,Coŋtiêŋ,Zōngzhèng,Zung1-zing3,Jongjeong,Sôsei,ㄗㄨㄥㄓㄥˋ,종정,ソウセイ
424,濮陽,濮阳,Pukjiaŋ,Púyáng,Buk6-joeng4,Bogyang,Hokuyô,ㄆㄨˊㄧㄤˊ,복양,ホクヨウ
425,淳于,淳于,Dynxyo,Chúnyú,Seon4-jyu4,Sunu,Syun’u,ㄔㄨㄣˊㄩˊ,순우,シュンウ
426,單于,单于,Dienxyo,Chányú,Sim4-jyu4,Seonu,Sen’u,ㄔㄢˊㄩˊ,선우,センウ
427,太叔,太叔,Thâishyuk,Tàishū,Taai3-suk1,Taesuk,Taisyuku,ㄊㄞˋㄕㄨ,태숙,タイシュク
428,申屠,申屠,Shindo,Shēntú,San1-tou4,Sindo,Sinto,ㄕㄣㄊㄨˊ,신도,シント
429,公孫,公孙,Kuŋsun,Gōngsūn,Gung1-syun1,Gongson,Kôson,ㄍㄨㄥㄙㄨㄣ,공손,コウソン
430,仲孫,仲孙,Dryûŋsun,Zhòngsūn,Zung6-syun1,Jungson,Tyûson,ㄓㄨㄥˋㄙㄨㄣ,중손,チュウソン
431,軒轅,轩辕,Qhianxyan,Xuānyuán,Hin1-jyun4,Heonwon,Ken’en,ㄒㄩㄢㄩㄢˊ,헌원,ケンエン
432,令狐,令狐,Leŋxo,Línghú,Ling4-wu4,Ryeongho,Reiko,ㄌㄧㄥˊㄏㄨˊ,령호,レイコ
433,鍾離,钟离,Tyoŋlie,Zhōnglí,Zung1-lei4,Jongri,Syôri,ㄓㄨㄥㄌㄧˊ,종리,ショウリ
434,宇文,宇文,Xyómyun,Yǔwén,Jyu5-man4,Umun,Ubun,ㄩˇㄨㄣˊ,우문,ウブン
435,長孫,长孙,Triáŋsun,Zhǎngsūn,Zoeng2-syun1,Jangson,Tyôson,ㄓㄤˇㄙㄨㄣ,장손,チョウソン
436,慕容,慕容,Môjyoŋ,Mùróng,Mou6-jung4,Moyong,Boyô,ㄇㄨˋㄖㄨㄥˊ,모용,ボヨウ
437,鮮于,鲜于,Sienxyo,Xiānyú,Sin1-jyu4,Seonu,Sen’u,ㄒㄧㄢㄩˊ,선우,センウ
438,閭丘,闾丘,Liokhyu,Lǘqiū,Leoi4-jau1,Ryeogu,Ryokyû,ㄌㄩˊㄑㄧㄡ,려구,リョキュウ
439,司徒,司徒,Siədo,Sītú,Si1-tou4,Sado,Sito,ㄙㄊㄨˊ,사도,シト
440,司空,司空,Siəkhuŋ,Sīkōng,Si1-hung1,Sagong,Sikô,ㄙㄎㄨㄥ,사공,シコウ
441,亓官,亓官,Giəkuan,Qíguān,Kei4-gun1,Gigwan,Kikan,ㄑㄧˊㄍㄨㄢ,기관,キカン
442,司寇,司寇,Siəkhû,Sīkòu,Si1-kau4,Sagu,Sikô,ㄙㄎㄡˋ,사구,シコウ
443,仉,仉,Tiáŋ,Zhǎng,Zoeng2,Jang,Syô,ㄓㄤˇ,장,ショウ
444,督,督,Tok,Dū,Duk1,Dok,Toku,ㄉㄨ,독,トク
445,子車,子车,Ciə́thia,Zǐchē,Zi2-ce1,Jacha,Sisya,ㄗˇㄔㄜ,자차,シシャ
446,顓孫,颛孙,Tyensun,Zhuānsūn,Zyun1-syun1,Jeonson,Senson,ㄓㄨㄢㄙㄨㄣ,전손,センソン
447,端木,端木,Tuanmuk,Duānmù,Dyun1-muk6,Danmok,Tanboku,ㄉㄨㄢㄇㄨˋ,단목,タンボク
448,巫馬,巫马,Myomrá,Wūmǎ,Mou4-maa5,Muma,Buba,ㄨㄇㄚˇ,무마,ブバ
449,公西,公西,Kuŋsei,Gōngxī,Gung1-sai1,Gongseo,Kôsei,ㄍㄨㄥㄒㄧ,공서,コウセイ
450,漆雕,漆雕,Chitteu,Qīdiāo,Cat1-diu1,Chiljo,Sittyô,ㄑㄧㄉㄧㄠ,칠조,シッチョウ
451,樂正,乐正,Ŋroktiêŋ,Yuèzhèng,Ngok6-zing3,Akjeong,Gassei,ㄩㄝˋㄓㄥˋ,악정,ガッセイ
452,壤駟,壤驷,Niáŋsî,Rǎngsì,Joeng6-si3,Yangsa,Zyôsi,ㄖㄤˇㄙˋ,양사,ジョウシ
453,公良,公良,Kuŋliaŋ,Gōngliáng,Gung1-loeng4,Gongryang,Kôryô,ㄍㄨㄥㄌㄧㄤˊ,공량,コウリョウ
454,拓跋,拓跋,Thakbat,Tuòbá,Tok3-bat6,Cheokbal,Takuhatu,ㄊㄨㄛˋㄅㄚˊ,척발,タクハツ
455,夾谷,夹谷,Krepkuk,Jiágǔ,Gaap3-guk1,Hyeopgok,Kyôkoku,ㄐㄧㄚˊㄍㄨˇ,협곡,キョウコク
456,宰父,宰父,Cə́ipyó,Zǎifǔ,Zoi2-fu2,Jaebu,Saihu,ㄗㄞˇㄈㄨˇ,재부,サイフ
457,穀梁,谷梁,Kukliaŋ,Gǔliáng,Guk1-leong4,Gokryang,Kokuryô,ㄍㄨˇㄌㄧㄤˊ,곡량,コクリョウ
458,晉,晋,Cîn,Jìn,Zeon3,Jin,Sin,ㄐㄧㄣˋ,진,シン
459,楚,楚,Chrió,Chǔ,Co2,Cho,So,ㄔㄨˇ,초,ソ
460,閆,闫,Jiem,Yán,Jim4,Yeom,En,ㄧㄢˊ,염,エン
461,法,法,Pyap,Fǎ,Faat3,Beop,Hô,ㄈㄚˇ,법,ホウ
462,汝,汝,Nió,Rǔ,Jyu5,Yeo,Zyo,ㄖㄨˇ,여,ジョ
463,鄢,鄢,Qrien,Yān,Jin1,Eon,En,ㄧㄢ,언,エン
464,涂,涂,Do,Tú,Tou4,Do,To,ㄊㄨˊ,도,ト
465,欽,钦,Khrim,Qīn,Jam1,Heum,Kin,ㄑㄧㄣ,흠,キン
466,段干,段干,Duânkan,Duàngān,Dyun6-gon1,Dan-gan,Dankan,ㄉㄨㄢˋ ㄍㄢ,단간,ダンカン
467,百里,百里,Prakliə́,Bǎilǐ,Baak3-lei5,Baekri,Hakuri,ㄅㄞˇㄌㄧˇ,백리,ハクリ
468,東郭,东郭,Tuŋkuak,Dōngguō,Dung1-gwok3,Donggwak,Tôkaku,ㄉㄨㄥㄍㄨㄛ,동곽,トウカク
469,南門,南门,Nəmmun,Nánmén,Naam4-mun4,Nammun,Danbon,ㄋㄢˊㄇㄣˊ,남문,ダンボン
470,呼延,呼延,Qhojien,Hūyán,Fu1-jin4,Hoyeon,Koen,ㄏㄨㄧㄢˊ,호연,コエン
471,歸,归,Kyui,Guī,Gwai1,Gwi,Ki,ㄍㄨㄟ,귀,キ
472,海,海,Qhə́i,Hǎi,Hoi2,Hae,Kai,ㄏㄞˇ,해,カイ
473,羊舌,羊舌,Jiaŋzhiet,Yángshé,Joeng4-sit6,Yangseol,Yôsetu,ㄧㄤˊㄕㄜˊ,양설,ヨウセツ
474,微生,微生,Myuisrieŋ,Wēishēng,Mei4-sang1,Misaeng,Bisei,ㄨㄟㄕㄥ,미생,ビセイ
475,岳,岳,Ŋrok,Yuè,Ngok6,Ak,Gaku,ㄩㄝˋ,악,ガク
476,帥,帅,Sryt,Shuài,Seoi3,Sol,Syutu,ㄕㄨㄞˋ,솔,シュツ
477,緱,缑,Ku,Gōu,Gau1,Gu,Kô,ㄍㄡ,구,コウ
478,亢,亢,Khâŋ,Kàng,Kong3,Hang,Kô,ㄎㄤˋ,항,コウ
479,況,况,Qhyâŋ,Kuàng,Fong3,Hwang,Kyô,ㄎㄨㄤˋ,황,キョウ
480,後,后,Xú,Hòu,Hau6,Hu,Kô,ㄏㄡˋ,후,コウ
481,有,有,Xyú,Yǒu,Jau5,Yu,Yû,ㄧㄡˇ,유,ユウ
482,琴,琴,Grim,Qín,Kam4,Geum,Kin,ㄑㄧㄣˊ,금,キン
483,梁丘,梁丘,Liaŋkhyu,Liángqiū,Leong4-jau1,Ryanggu,Ryôkyû,ㄌㄧㄤˊㄑㄧㄡ,량구,リョウキュウ
484,左丘,左丘,Cákhyu,Zuǒqiū,Zo2-jau1,Jwagu,Sakyû,ㄗㄨㄛˇㄑㄧㄡ,좌구,サキュウ
485,東門,东门,Tuŋmun,Dōngmén,Dung1-mun4,Dongmun,Tôbon,ㄉㄨㄥㄇㄣˊ,동문,トウボン
486,西門,西门,Seimun,Xīmén,Sai1-mun4,Seomun,Seibon,ㄒㄧㄇㄣˊ,서문,セイボン
487,商,商,Shiaŋ,Shāng,Soeng1,Sang,Syô,ㄕㄤ,상,ショウ
488,牟,牟,Myu,Móu,Mau4,Mo,Bu,ㄇㄡˊ,모,ブ
489,佘,佘,Dia,Shé,Se4,Sa,Sya,ㄕㄜˊ,사,シャ
490,佴,佴,Nə̂i,Nài,Noi6,Nae,Zei,ㄋㄞˋ,내,ゼイ
491,伯,伯,Prak,Bó,Baak3,Baek,Haku,ㄅㄛˊ,백,ハク
492,賞,赏,Shiáŋ,Shǎng,Soeng2,Sang,Syô,ㄕㄤˇ,상,ショウ
493,南宮,南宫,Nəmkyuŋ,Nángōng,Naam4-gung1,Namgung,Dankyû,ㄋㄢˊㄍㄨㄥ,남궁,ダンキュウ
494,墨,墨,Mək,Mò,Mak6,Muk,Boku,ㄇㄛˋ,묵,ボク
495,哈,哈,Ŋəp,Hǎ,Haa1,Hap,Gô,ㄏㄚˇ,합,ゴウ
496,譙,谯,Dzieu,Qiáo,Ciu4,Cho,Syô,ㄑㄧㄠˊ,초,ショウ
497,笪,笪,Tat,Dá,Daat3,Dal,Tatu,ㄉㄚˊ,달,タツ
498,年,年,Nen,Nián,Nin4,Nyeon,Den,ㄋㄧㄢˊ,년,デン
499,愛,爱,Qəi,Āi,Oi3,Ae,Ai,ㄞ,애,アイ
500,陽,阳,Jiaŋ,Yáng,Joeng4,Yang,Yô,ㄧㄤˊ,양,ヨウ
501,佟,佟,Doŋ,Tóng,Tung4,Tung,Tô,ㄊㄨㄥˊ,퉁,トウ
502,第五,第五,Dêiŋó,Dìwǔ,Dai6-ng5,Je-o,Teigo,ㄉㄧˋㄨˇ,제오,テイゴ
503,言,言,Ŋian,Yán,Jin4,Eon,Gen,ㄧㄢˊ,언,ゲン
504,福,福,Pyuk,Fú,Fuk1,Bok,Huku,ㄈㄨˊ,복,フク
