0,字,隋語拼音,聲符,小韻,反切,聲母,開合,等呼,韻母,聲調,《廣韻》韻目,平水韻,中古拼音,白氏拼音,他數據
271,𨹁,xuŋ,蟲,25,戸公,匣,開,一,東,平,上平一東,上平一東,ghung,huwng,
272,魟,xuŋ,工,25,戸公,匣,開,一,東,平,上平一東,上平一東,ghung,huwng,
273,䧆,xuŋ,廾,25,戸公,匣,開,一,東,平,上平一東,上平一東,ghung,huwng,
274,䪦,xuŋ,工,25,戸公,匣,開,一,東,平,上平一東,上平一東,ghung,huwng,
275,𦏺,xuŋ,工,25,戸公,匣,開,一,東,平,上平一東,上平一東,ghung,huwng,
276,䫹,xuŋ,工,25,戸公,匣,開,一,東,平,上平一東,上平一東,ghung,huwng,
277,𨾊,xuŋ,工,25,戸公,匣,開,一,東,平,上平一東,上平一東,ghung,huwng,
278,叢,dzuŋ,取,26,徂紅,從,開,一,東,平,上平一東,上平一東,zung,dzuwng,
279,藂,dzuŋ,取,26,徂紅,從,開,一,東,平,上平一東,上平一東,zung,dzuwng,
280,䕺,dzuŋ,取,26,徂紅,從,開,一,東,平,上平一東,上平一東,zung,dzuwng,
281,潨,dzuŋ,衆,26,徂紅,從,開,一,東,平,上平一東,上平一東,zung,dzuwng,
282,𥵫,dzuŋ,取,26,徂紅,從,開,一,東,平,上平一東,上平一東,zung,dzuwng,
283,翁,quŋ,公,27,烏紅,影,開,一,東,平,上平一東,上平一東,qung,'uwng,
284,螉,quŋ,公,27,烏紅,影,開,一,東,平,上平一東,上平一東,qung,'uwng,
285,䱵,quŋ,公,27,烏紅,影,開,一,東,平,上平一東,上平一東,qung,'uwng,
286,蓊,quŋ,公,27,烏紅,影,開,一,東,平,上平一東,上平一東,qung,'uwng,
287,䈵,quŋ,公,27,烏紅,影,開,一,東,平,上平一東,上平一東,qung,'uwng,
288,䩺,quŋ,公,27,烏紅,影,開,一,東,平,上平一東,上平一東,qung,'uwng,
289,㮬,quŋ,公,27,烏紅,影,開,一,東,平,上平一東,上平一東,qung,'uwng,
290,𩔚,quŋ,公,27,烏紅,影,開,一,東,平,上平一東,上平一東,qung,'uwng,
291,怱,chuŋ,囪,28,倉紅,清,開,一,東,平,上平一東,上平一東,chung,tshuwng,
292,忩,chuŋ,公,28,倉紅,清,開,一,東,平,上平一東,上平一東,chung,tshuwng,
293,葱,chuŋ,囪,28,倉紅,清,開,一,東,平,上平一東,上平一東,chung,tshuwng,
294,楤,chuŋ,囪,28,倉紅,清,開,一,東,平,上平一東,上平一東,chung,tshuwng,
295,𨍉,chuŋ,囪,28,倉紅,清,開,一,東,平,上平一東,上平一東,chung,tshuwng,
296,聦,chuŋ,囪,28,倉紅,清,開,一,東,平,上平一東,上平一東,chung,tshuwng,
297,繱,chuŋ,囪,28,倉紅,清,開,一,東,平,上平一東,上平一東,chung,tshuwng,
298,𤧚,chuŋ,囪,28,倉紅,清,開,一,東,平,上平一東,上平一東,chung,tshuwng,
299,騘,chuŋ,囪,28,倉紅,清,開,一,東,平,上平一東,上平一東,chung,tshuwng,
300,䗓,chuŋ,囪,28,倉紅,清,開,一,東,平,上平一東,上平一東,chung,tshuwng,
301,囪,chuŋ,囪,28,倉紅,清,開,一,東,平,上平一東,上平一東,chung,tshuwng,
302,𨣭,chuŋ,囪,28,倉紅,清,開,一,東,平,上平一東,上平一東,chung,tshuwng,
303,鍯,chuŋ,囪,28,倉紅,清,開,一,東,平,上平一東,上平一東,chung,tshuwng,
304,㷓,chuŋ,囪,28,倉紅,清,開,一,東,平,上平一東,上平一東,chung,tshuwng,
305,𢉛,chuŋ,囪,28,倉紅,清,開,一,東,平,上平一東,上平一東,chung,tshuwng,
306,通,thuŋ,用,29,他紅,透,開,一,東,平,上平一東,上平一東,thung,thuwng,
307,蓪,thuŋ,用,29,他紅,透,開,一,東,平,上平一東,上平一東,thung,thuwng,
308,侗,thuŋ,同,29,他紅,透,開,一,東,平,上平一東,上平一東,thung,thuwng,
309,恫,thuŋ,同,29,他紅,透,開,一,東,平,上平一東,上平一東,thung,thuwng,
310,痌,thuŋ,同,29,他紅,透,開,一,東,平,上平一東,上平一東,thung,thuwng,
311,曈,thuŋ,重,29,他紅,透,開,一,東,平,上平一東,上平一東,thung,thuwng,
312,俑,thuŋ,用,29,他紅,透,開,一,東,平,上平一東,上平一東,thung,thuwng,
313,𧳆,thuŋ,同,29,他紅,透,開,一,東,平,上平一東,上平一東,thung,thuwng,
314,𨀜,thuŋ,同,29,他紅,透,開,一,東,平,上平一東,上平一東,thung,thuwng,
315,葼,cuŋ,㚇,30,子紅,精,開,一,東,平,上平一東,上平一東,cung,tsuwng,
316,鬷,cuŋ,㚇,30,子紅,精,開,一,東,平,上平一東,上平一東,cung,tsuwng,
317,嵕,cuŋ,㚇,30,子紅,精,開,一,東,平,上平一東,上平一東,cung,tsuwng,
318,猣,cuŋ,㚇,30,子紅,精,開,一,東,平,上平一東,上平一東,cung,tsuwng,
319,豵,cuŋ,从,30,子紅,精,開,一,東,平,上平一東,上平一東,cung,tsuwng,
320,鯼,cuŋ,㚇,30,子紅,精,開,一,東,平,上平一東,上平一東,cung,tsuwng,
321,椶,cuŋ,㚇,30,子紅,精,開,一,東,平,上平一東,上平一東,cung,tsuwng,
322,騣,cuŋ,㚇,30,子紅,精,開,一,東,平,上平一東,上平一東,cung,tsuwng,
323,𩮀,cuŋ,囪,30,子紅,精,開,一,東,平,上平一東,上平一東,cung,tsuwng,
324,䗥,cuŋ,从,30,子紅,精,開,一,東,平,上平一東,上平一東,cung,tsuwng,
325,嵸,cuŋ,从,30,子紅,精,開,一,東,平,上平一東,上平一東,cung,tsuwng,
326,艐,cuŋ,㚇,30,子紅,精,開,一,東,平,上平一東,上平一東,cung,tsuwng,
327,蝬,cuŋ,㚇,30,子紅,精,開,一,東,平,上平一東,上平一東,cung,tsuwng,
328,堫,cuŋ,㚇,30,子紅,精,開,一,東,平,上平一東,上平一東,cung,tsuwng,
329,𥓻,cuŋ,㚇,30,子紅,精,開,一,東,平,上平一東,上平一東,cung,tsuwng,
330,翪,cuŋ,㚇,30,子紅,精,開,一,東,平,上平一東,上平一東,cung,tsuwng,
331,緵,cuŋ,㚇,30,子紅,精,開,一,東,平,上平一東,上平一東,cung,tsuwng,
332,㚇,cuŋ,㚇,30,子紅,精,開,一,東,平,上平一東,上平一東,cung,tsuwng,
333,㣭,cuŋ,㚇,30,子紅,精,開,一,東,平,上平一東,上平一東,cung,tsuwng,
334,稯,cuŋ,㚇,30,子紅,精,開,一,東,平,上平一東,上平一東,cung,tsuwng,
335,鬉,cuŋ,㚇,30,子紅,精,開,一,東,平,上平一東,上平一東,cung,tsuwng,
336,蓬,buŋ,丰,31,薄紅,並,開,一,東,平,上平一東,上平一東,bung,buwng,
337,𥭗,buŋ,丰,31,薄紅,並,開,一,東,平,上平一東,上平一東,bung,buwng,
338,篷,buŋ,丰,31,薄紅,並,開,一,東,平,上平一東,上平一東,bung,buwng,
339,髼,buŋ,丰,31,薄紅,並,開,一,東,平,上平一東,上平一東,bung,buwng,
340,蜂,buŋ,丰,31,薄紅,並,開,一,東,平,上平一東,上平一東,bung,buwng,
341,芃,buŋ,凡,31,薄紅,並,開,一,東,平,上平一東,上平一東,bung,buwng,
342,𧚋,buŋ,丰,31,薄紅,並,開,一,東,平,上平一東,上平一東,bung,buwng,
343,韸,buŋ,丰,31,薄紅,並,開,一,東,平,上平一東,上平一東,bung,buwng,
344,䮾,buŋ,龍,31,薄紅,並,開,一,東,平,上平一東,上平一東,bung,buwng,
345,𩖛,buŋ,凡,31,薄紅,並,開,一,東,平,上平一東,上平一東,bung,buwng,
346,烘,qhuŋ,廾,32,呼東,曉,開,一,東,平,上平一東,上平一東,hung,xuwng,
347,叿,qhuŋ,工,32,呼東,曉,開,一,東,平,上平一東,上平一東,hung,xuwng,
348,魟,qhuŋ,工,32,呼東,曉,開,一,東,平,上平一東,上平一東,hung,xuwng,
349,谾,qhuŋ,工,32,呼東,曉,開,一,東,平,上平一東,上平一東,hung,xuwng,
350,𩐠,qhuŋ,廾,32,呼東,曉,開,一,東,平,上平一東,上平一東,hung,xuwng,
351,𩗄,qhuŋ,廾,32,呼東,曉,開,一,東,平,上平一東,上平一東,hung,xuwng,
352,㟅,ŋuŋ,凶,33,五東,疑,開,一,東,平,上平一東,上平一東,ngung,nguwng,
353,檧,suŋ,囪,34,蘇公,心,開,一,東,平,上平一東,上平一東,sung,suwng,
354,憽,suŋ,囪,34,蘇公,心,開,一,東,平,上平一東,上平一東,sung,suwng,
355,㬝,suŋ,曾,34,蘇公,心,開,一,東,平,上平一東,上平一東,sung,suwng,
356,冬,toŋ,冬,35,都宗,端,開,一,冬,平,上平二冬,上平二冬,tuung,towng,
357,𠔙,toŋ,冬,35,都宗,端,開,一,冬,平,上平二冬,上平二冬,tuung,towng,
358,苳,toŋ,冬,35,都宗,端,開,一,冬,平,上平二冬,上平二冬,tuung,towng,
359,䳉,toŋ,冬,35,都宗,端,開,一,冬,平,上平二冬,上平二冬,tuung,towng,
360,笗,toŋ,冬,35,都宗,端,開,一,冬,平,上平二冬,上平二冬,tuung,towng,
361,𩂓,toŋ,冬,35,都宗,端,開,一,冬,平,上平二冬,上平二冬,tuung,towng,
362,𧲴,toŋ,冬,35,都宗,端,開,一,冬,平,上平二冬,上平二冬,tuung,towng,
363,彤,doŋ,彤,36,徒冬,定,開,一,冬,平,上平二冬,上平二冬,duung,downg,
364,疼,doŋ,冬,36,徒冬,定,開,一,冬,平,上平二冬,上平二冬,duung,downg,
365,佟,doŋ,冬,36,徒冬,定,開,一,冬,平,上平二冬,上平二冬,duung,downg,
366,炵,doŋ,冬,36,徒冬,定,開,一,冬,平,上平二冬,上平二冬,duung,downg,
367,䳋,doŋ,蟲,36,徒冬,定,開,一,冬,平,上平二冬,上平二冬,duung,downg,
368,鼕,doŋ,冬,36,徒冬,定,開,一,冬,平,上平二冬,上平二冬,duung,downg,
369,𢥞,doŋ,蟲,36,徒冬,定,開,一,冬,平,上平二冬,上平二冬,duung,downg,
370,𢾮,doŋ,宮,36,徒冬,定,開,一,冬,平,上平二冬,上平二冬,duung,downg,
371,爞,doŋ,蟲,36,徒冬,定,開,一,冬,平,上平二冬,上平二冬,duung,downg,
372,㤏,doŋ,冬,36,徒冬,定,開,一,冬,平,上平二冬,上平二冬,duung,downg,
373,痋,doŋ,蟲,36,徒冬,定,開,一,冬,平,上平二冬,上平二冬,duung,downg,
374,䂈,doŋ,蟲,36,徒冬,定,開,一,冬,平,上平二冬,上平二冬,duung,downg,
375,鉵,doŋ,蟲,36,徒冬,定,開,一,冬,平,上平二冬,上平二冬,duung,downg,
376,𧹝,doŋ,冬,36,徒冬,定,開,一,冬,平,上平二冬,上平二冬,duung,downg,
377,𩦶,doŋ,朕,36,徒冬,定,開,一,冬,平,上平二冬,上平二冬,duung,downg,
378,浵,doŋ,彤,36,徒冬,定,開,一,冬,平,上平二冬,上平二冬,duung,downg,
379,䶱,doŋ,冬,36,徒冬,定,開,一,冬,平,上平二冬,上平二冬,duung,downg,
380,𠩁,doŋ,冬,36,徒冬,定,開,一,冬,平,上平二冬,上平二冬,duung,downg,
381,鉖,doŋ,冬,36,徒冬,定,開,一,冬,平,上平二冬,上平二冬,duung,downg,
382,𨜳,doŋ,宮,36,徒冬,定,開,一,冬,平,上平二冬,上平二冬,duung,downg,
383,㠽,doŋ,冬,36,徒冬,定,開,一,冬,平,上平二冬,上平二冬,duung,downg,
384,赨,doŋ,蟲,36,徒冬,定,開,一,冬,平,上平二冬,上平二冬,duung,downg,
385,賨,dzoŋ,宗,37,藏宗,從,開,一,冬,平,上平二冬,上平二冬,zuung,dzowng,
386,琮,dzoŋ,宗,37,藏宗,從,開,一,冬,平,上平二冬,上平二冬,zuung,dzowng,
387,悰,dzoŋ,宗,37,藏宗,從,開,一,冬,平,上平二冬,上平二冬,zuung,dzowng,
388,潨,dzoŋ,衆,37,藏宗,從,開,一,冬,平,上平二冬,上平二冬,zuung,dzowng,
389,淙,dzoŋ,宗,37,藏宗,從,開,一,冬,平,上平二冬,上平二冬,zuung,dzowng,
390,慒,dzoŋ,曹,37,藏宗,從,開,一,冬,平,上平二冬,上平二冬,zuung,dzowng,
391,鬃,dzoŋ,宗,37,藏宗,從,開,一,冬,平,上平二冬,上平二冬,zuung,dzowng,
392,㼻,dzoŋ,从,37,藏宗,從,開,一,冬,平,上平二冬,上平二冬,zuung,dzowng,
393,孮,dzoŋ,宗,37,藏宗,從,開,一,冬,平,上平二冬,上平二冬,zuung,dzowng,
394,誴,dzoŋ,宗,37,藏宗,從,開,一,冬,平,上平二冬,上平二冬,zuung,dzowng,
395,𢃏,dzoŋ,宗,37,藏宗,從,開,一,冬,平,上平二冬,上平二冬,zuung,dzowng,
396,農,noŋ,農,38,奴冬,泥,開,一,冬,平,上平二冬,上平二冬,nuung,nowng,
397,䢉,noŋ,農,38,奴冬,泥,開,一,冬,平,上平二冬,上平二冬,nuung,nowng,
398,辳,noŋ,農,38,奴冬,泥,開,一,冬,平,上平二冬,上平二冬,nuung,nowng,
399,𨑋,noŋ,農,38,奴冬,泥,開,一,冬,平,上平二冬,上平二冬,nuung,nowng,
400,𩟊,noŋ,農,38,奴冬,泥,開,一,冬,平,上平二冬,上平二冬,nuung,nowng,
401,噥,noŋ,農,38,奴冬,泥,開,一,冬,平,上平二冬,上平二冬,nuung,nowng,
402,𩅽,noŋ,農,38,奴冬,泥,開,一,冬,平,上平二冬,上平二冬,nuung,nowng,
403,憹,noŋ,農,38,奴冬,泥,開,一,冬,平,上平二冬,上平二冬,nuung,nowng,
404,㺜,noŋ,農,38,奴冬,泥,開,一,冬,平,上平二冬,上平二冬,nuung,nowng,
405,儂,noŋ,農,38,奴冬,泥,開,一,冬,平,上平二冬,上平二冬,nuung,nowng,
406,𧗕,noŋ,農,38,奴冬,泥,開,一,冬,平,上平二冬,上平二冬,nuung,nowng,
407,膿,noŋ,農,38,奴冬,泥,開,一,冬,平,上平二冬,上平二冬,nuung,nowng,
408,攻,koŋ,工,39,古冬,見,開,一,冬,平,上平二冬,上平二冬,kuung,kowng,
409,釭,koŋ,工,39,古冬,見,開,一,冬,平,上平二冬,上平二冬,kuung,kowng,
410,䃔,xoŋ,宮,40,戸冬,匣,開,一,冬,平,上平二冬,上平二冬,ghuung,howng,
411,洚,xoŋ,夅,40,戸冬,匣,開,一,冬,平,上平二冬,上平二冬,ghuung,howng,
412,㗢,xoŋ,重,40,戸冬,匣,開,一,冬,平,上平二冬,上平二冬,ghuung,howng,
413,𩘎,xoŋ,宮,40,戸冬,匣,開,一,冬,平,上平二冬,上平二冬,ghuung,howng,
414,䃧,loŋ,夅,41,力冬,來,開,一,冬,平,上平二冬,上平二冬,luung,lowng,
415,䥢,loŋ,金,41,力冬,來,開,一,冬,平,上平二冬,上平二冬,luung,lowng,
416,𣫣,loŋ,廾,41,力冬,來,開,一,冬,平,上平二冬,上平二冬,luung,lowng,
417,宗,coŋ,宗,42,作冬,精,開,一,冬,平,上平二冬,上平二冬,cuung,tsowng,
418,倧,coŋ,宗,42,作冬,精,開,一,冬,平,上平二冬,上平二冬,cuung,tsowng,
419,鬆,soŋ,公,43,私宗,心,開,一,冬,平,上平二冬,上平二冬,suung,sowng,
420,䯳,soŋ,公,43,私宗,心,開,一,冬,平,上平二冬,上平二冬,suung,sowng,
421,炵,thoŋ,冬,44,他冬,透,開,一,冬,平,上平二冬,上平二冬,thuung,thowng,
422,鍾,tyoŋ,重,45,職容,章,開,三,鍾,平,上平三鍾,上平二冬,cjyung,tsyowng,
423,鐘,tyoŋ,重,45,職容,章,開,三,鍾,平,上平三鍾,上平二冬,cjyung,tsyowng,
424,蚣,tyoŋ,公,45,職容,章,開,三,鍾,平,上平三鍾,上平二冬,cjyung,tsyowng,
425,忪,tyoŋ,公,45,職容,章,開,三,鍾,平,上平三鍾,上平二冬,cjyung,tsyowng,
426,䇗,tyoŋ,公,45,職容,章,開,三,鍾,平,上平三鍾,上平二冬,cjyung,tsyowng,
427,蹱,tyoŋ,重,45,職容,章,開,三,鍾,平,上平三鍾,上平二冬,cjyung,tsyowng,
428,彸,tyoŋ,公,45,職容,章,開,三,鍾,平,上平三鍾,上平二冬,cjyung,tsyowng,
429,衳,tyoŋ,公,45,職容,章,開,三,鍾,平,上平三鍾,上平二冬,cjyung,tsyowng,
430,伀,tyoŋ,公,45,職容,章,開,三,鍾,平,上平三鍾,上平二冬,cjyung,tsyowng,
431,橦,tyoŋ,重,45,職容,章,開,三,鍾,平,上平三鍾,上平二冬,cjyung,tsyowng,
432,籦,tyoŋ,重,45,職容,章,開,三,鍾,平,上平三鍾,上平二冬,cjyung,tsyowng,
433,妐,tyoŋ,公,45,職容,章,開,三,鍾,平,上平三鍾,上平二冬,cjyung,tsyowng,
434,㕬,tyoŋ,公,45,職容,章,開,三,鍾,平,上平三鍾,上平二冬,cjyung,tsyowng,
435,𧢸,tyoŋ,工,45,職容,章,開,三,鍾,平,上平三鍾,上平二冬,cjyung,tsyowng,
436,炂,tyoŋ,公,45,職容,章,開,三,鍾,平,上平三鍾,上平二冬,cjyung,tsyowng,
437,𦬘,tyoŋ,公,45,職容,章,開,三,鍾,平,上平三鍾,上平二冬,cjyung,tsyowng,
438,𨳗,tyoŋ,公,45,職容,章,開,三,鍾,平,上平三鍾,上平二冬,cjyung,tsyowng,
439,鈆,tyoŋ,公,45,職容,章,開,三,鍾,平,上平三鍾,上平二冬,cjyung,tsyowng,
440,龍,lyoŋ,龍,46,力鍾,來,開,三,鍾,平,上平三鍾,上平二冬,lyung,ljowng,
441,𪚝,lyoŋ,龍,46,力鍾,來,開,三,鍾,平,上平三鍾,上平二冬,lyung,ljowng,
442,躘,lyoŋ,龍,46,力鍾,來,開,三,鍾,平,上平三鍾,上平二冬,lyung,ljowng,
443,鸗,lyoŋ,龍,46,力鍾,來,開,三,鍾,平,上平三鍾,上平二冬,lyung,ljowng,
444,驡,lyoŋ,龍,46,力鍾,來,開,三,鍾,平,上平三鍾,上平二冬,lyung,ljowng,
445,𪚠,lyoŋ,龍,46,力鍾,來,開,三,鍾,平,上平三鍾,上平二冬,lyung,ljowng,
446,籠,lyoŋ,龍,46,力鍾,來,開,三,鍾,平,上平三鍾,上平二冬,lyung,ljowng,
447,𦪽,lyoŋ,龍,46,力鍾,來,開,三,鍾,平,上平三鍾,上平二冬,lyung,ljowng,
448,蘢,lyoŋ,龍,46,力鍾,來,開,三,鍾,平,上平三鍾,上平二冬,lyung,ljowng,
449,舂,shyoŋ,舂,47,書容,書,開,三,鍾,平,上平三鍾,上平二冬,sjyung,syowng,
450,𧐍,shyoŋ,舂,47,書容,書,開,三,鍾,平,上平三鍾,上平二冬,sjyung,syowng,
451,摏,shyoŋ,舂,47,書容,書,開,三,鍾,平,上平三鍾,上平二冬,sjyung,syowng,
452,蹖,shyoŋ,舂,47,書容,書,開,三,鍾,平,上平三鍾,上平二冬,sjyung,syowng,
453,𪄻,shyoŋ,舂,47,書容,書,開,三,鍾,平,上平三鍾,上平二冬,sjyung,syowng,
454,憃,shyoŋ,舂,47,書容,書,開,三,鍾,平,上平三鍾,上平二冬,sjyung,syowng,
455,松,zyoŋ,公,48,祥容,邪,開,三,鍾,平,上平三鍾,上平二冬,zsyung,zjowng,
456,㮤,zyoŋ,谷,48,祥容,邪,開,三,鍾,平,上平三鍾,上平二冬,zsyung,zjowng,
457,淞,zyoŋ,公,48,祥容,邪,開,三,鍾,平,上平三鍾,上平二冬,zsyung,zjowng,
458,訟,zyoŋ,公,48,祥容,邪,開,三,鍾,平,上平三鍾,上平二冬,zsyung,zjowng,
459,𧘂,thyoŋ,重,49,尺容,昌,開,三,鍾,平,上平三鍾,上平二冬,chjyung,tsyhowng,
460,衝,thyoŋ,重,49,尺容,昌,開,三,鍾,平,上平三鍾,上平二冬,chjyung,tsyhowng,
461,罿,thyoŋ,重,49,尺容,昌,開,三,鍾,平,上平三鍾,上平二冬,chjyung,tsyhowng,
462,憧,thyoŋ,重,49,尺容,昌,開,三,鍾,平,上平三鍾,上平二冬,chjyung,tsyhowng,
463,䡴,thyoŋ,重,49,尺容,昌,開,三,鍾,平,上平三鍾,上平二冬,chjyung,tsyhowng,
464,艟,thyoŋ,重,49,尺容,昌,開,三,鍾,平,上平三鍾,上平二冬,chjyung,tsyhowng,
465,潼,thyoŋ,重,49,尺容,昌,開,三,鍾,平,上平三鍾,上平二冬,chjyung,tsyhowng,
466,褈,thyoŋ,重,49,尺容,昌,開,三,鍾,平,上平三鍾,上平二冬,chjyung,tsyhowng,
467,𠟍,thyoŋ,重,49,尺容,昌,開,三,鍾,平,上平三鍾,上平二冬,chjyung,tsyhowng,
468,𠝤,thyoŋ,重,49,尺容,昌,開,三,鍾,平,上平三鍾,上平二冬,chjyung,tsyhowng,
469,䂌,thyoŋ,重,49,尺容,昌,開,三,鍾,平,上平三鍾,上平二冬,chjyung,tsyhowng,
470,容,jyoŋ,谷,50,餘封,以,開,三,鍾,平,上平三鍾,上平二冬,jyung,yowng,
471,溶,jyoŋ,谷,50,餘封,以,開,三,鍾,平,上平三鍾,上平二冬,jyung,yowng,
472,滽,jyoŋ,用,50,餘封,以,開,三,鍾,平,上平三鍾,上平二冬,jyung,yowng,
473,庸,jyoŋ,用,50,餘封,以,開,三,鍾,平,上平三鍾,上平二冬,jyung,yowng,
474,𦤘,jyoŋ,亯,50,餘封,以,開,三,鍾,平,上平三鍾,上平二冬,jyung,yowng,
475,𧴄,jyoŋ,用,50,餘封,以,開,三,鍾,平,上平三鍾,上平二冬,jyung,yowng,
476,㺎,jyoŋ,用,50,餘封,以,開,三,鍾,平,上平三鍾,上平二冬,jyung,yowng,
477,𤛑,jyoŋ,用,50,餘封,以,開,三,鍾,平,上平三鍾,上平二冬,jyung,yowng,
478,墉,jyoŋ,用,50,餘封,以,開,三,鍾,平,上平三鍾,上平二冬,jyung,yowng,
479,鎔,jyoŋ,谷,50,餘封,以,開,三,鍾,平,上平三鍾,上平二冬,jyung,yowng,
480,鏞,jyoŋ,用,50,餘封,以,開,三,鍾,平,上平三鍾,上平二冬,jyung,yowng,
481,銿,jyoŋ,用,50,餘封,以,開,三,鍾,平,上平三鍾,上平二冬,jyung,yowng,
482,鄘,jyoŋ,用,50,餘封,以,開,三,鍾,平,上平三鍾,上平二冬,jyung,yowng,
483,傭,jyoŋ,用,50,餘封,以,開,三,鍾,平,上平三鍾,上平二冬,jyung,yowng,
484,𪅟,jyoŋ,用,50,餘封,以,開,三,鍾,平,上平三鍾,上平二冬,jyung,yowng,
485,㼸,jyoŋ,谷,50,餘封,以,開,三,鍾,平,上平三鍾,上平二冬,jyung,yowng,
486,𤮇,jyoŋ,用,50,餘封,以,開,三,鍾,平,上平三鍾,上平二冬,jyung,yowng,
487,鱅,jyoŋ,用,50,餘封,以,開,三,鍾,平,上平三鍾,上平二冬,jyung,yowng,
488,蓉,jyoŋ,谷,50,餘封,以,開,三,鍾,平,上平三鍾,上平二冬,jyung,yowng,
489,䗤,jyoŋ,用,50,餘封,以,開,三,鍾,平,上平三鍾,上平二冬,jyung,yowng,
490,傛,jyoŋ,谷,50,餘封,以,開,三,鍾,平,上平三鍾,上平二冬,jyung,yowng,
491,褣,jyoŋ,谷,50,餘封,以,開,三,鍾,平,上平三鍾,上平二冬,jyung,yowng,
492,搈,jyoŋ,谷,50,餘封,以,開,三,鍾,平,上平三鍾,上平二冬,jyung,yowng,
493,瑢,jyoŋ,谷,50,餘封,以,開,三,鍾,平,上平三鍾,上平二冬,jyung,yowng,
494,䈶,jyoŋ,谷,50,餘封,以,開,三,鍾,平,上平三鍾,上平二冬,jyung,yowng,
495,嵱,jyoŋ,谷,50,餘封,以,開,三,鍾,平,上平三鍾,上平二冬,jyung,yowng,
496,頌,jyoŋ,公,50,餘封,以,開,三,鍾,平,上平三鍾,上平二冬,jyung,yowng,
497,㝐,jyoŋ,公,50,餘封,以,開,三,鍾,平,上平三鍾,上平二冬,jyung,yowng,
498,䡆,jyoŋ,公,50,餘封,以,開,三,鍾,平,上平三鍾,上平二冬,jyung,yowng,
499,㟾,jyoŋ,用,50,餘封,以,開,三,鍾,平,上平三鍾,上平二冬,jyung,yowng,
500,𨲟,jyoŋ,谷,50,餘封,以,開,三,鍾,平,上平三鍾,上平二冬,jyung,yowng,
501,𪃾,jyoŋ,谷,50,餘封,以,開,三,鍾,平,上平三鍾,上平二冬,jyung,yowng,
502,槦,jyoŋ,用,50,餘封,以,開,三,鍾,平,上平三鍾,上平二冬,jyung,yowng,
503,㣑,jyoŋ,用,50,餘封,以,開,三,鍾,平,上平三鍾,上平二冬,jyung,yowng,
504,𢧳,jyoŋ,用,50,餘封,以,開,三,鍾,平,上平三鍾,上平二冬,jyung,yowng,
505,封,pyoŋ,丰,51,府容,幫,開,三,鍾,平,上平三鍾,上平二冬,pyung,pjowng,
506,𡉚,pyoŋ,丰,51,府容,幫,開,三,鍾,平,上平三鍾,上平二冬,pyung,pjowng,
507,犎,pyoŋ,丰,51,府容,幫,開,三,鍾,平,上平三鍾,上平二冬,pyung,pjowng,
508,葑,pyoŋ,丰,51,府容,幫,開,三,鍾,平,上平三鍾,上平二冬,pyung,pjowng,
509,崶,pyoŋ,丰,51,府容,幫,開,三,鍾,平,上平三鍾,上平二冬,pyung,pjowng,
510,胷,qhyoŋ,凶,52,許容,曉,開,三,鍾,平,上平三鍾,上平二冬,hyung,xjowng,
511,凶,qhyoŋ,凶,52,許容,曉,開,三,鍾,平,上平三鍾,上平二冬,hyung,xjowng,
512,𣧑,qhyoŋ,凶,52,許容,曉,開,三,鍾,平,上平三鍾,上平二冬,hyung,xjowng,
513,銎,qhyoŋ,工,52,許容,曉,開,三,鍾,平,上平三鍾,上平二冬,hyung,xjowng,
514,洶,qhyoŋ,凶,52,許容,曉,開,三,鍾,平,上平三鍾,上平二冬,hyung,xjowng,
515,恟,qhyoŋ,凶,52,許容,曉,開,三,鍾,平,上平三鍾,上平二冬,hyung,xjowng,
